class_ind,class_name,n_images
,george_marshall,1327
,george_mason,1924
,george_meany,469
,george_meredith,1081
,george_michael_cohan,48
,george_orson_welles,226
,george_orwell,1325
,george_otto_trevelyan,34
,george_paget_thomson,35
,george_percy_aldridge_grainger,52
,george_pitt,1336
,george_s._kaufman,823
,george_sand,1613
,george_segal,1181
,george_simon_kaufman,8
,george_stephenson,1080
,george_stevens,1680
,george_szell,788
,george_town,2528
,george_v,1566
,george_vancouver,1416
,george_vi,1861
,george_w._bush,2066
,george_walker_bush,1400
,george_washington,2244
,george_washington_bridge,1599
,george_washington_carver,1437
,george_washington_goethals,58
,george_wells_beadle,34
,george_westinghouse,634
,george_william_russell,431
,georges_bizet,1195
,georges_braque,1080
,georges_clemenceau,1123
,georges_cuvier,730
,georges_de_la_tour,1147
,georges_enesco,353
,georges_eugene_benjamin_clemenceau,13
,georges_gilles_de_la_tourette,54
,georges_henri_lemaitre,13
,georges_jacques_danton,109
,georges_joseph_christian_simenon,31
,georges_leopold_chretien_frederic_dagobert_cuvier,20
,georges_pierre_seurat,340
,georges_seurat,1044
,georges_simenon,1252
,georgetown,2521
,georgette,1721
,georgi_konstantinovich_zhukov,33
,georgia,2692
,georgia_bark,341
,georgia_home_boy,328
,georgia_okeeffe,1160
,georgia_pine,1929
,georgian,2030
,georgiana_barrymore,12
,georgiana_emma_barrymore,3
,geosphere,1240
,geostationary_orbit,754
,geostrategy,114
,geosynchronous_orbit,526
,geothermal_energy,1342
,geothlypis_trichas,400
,geotropism,605
,geraint,1795
,gerald_ford,1378
,gerald_r._ford,1028
,gerald_rudolph_ford,293
,geranium,2533
,geranium_maculatum,973
,geranium_molle,430
,geranium_pratense,1206
,geranium_richardsonii,215
,geranium_robertianum,959
,geranium_viscosissimum,188
,gerard_depardieu,1182
,gerard_kuiper,172
,gerard_manley_hopkins,635
,gerard_peter_kuiper,34
,gerardia,754
,gerardia_pedicularia,27
,gerardia_virginica,6
,gerardus_mercator,297
,gerbera_jamesonii,634
,gerbert,1350
,gerbil,1852
,gerbille,1057
,gerea_canescens,29
,gerenuk,1172
,gerfalcon,40
,gerhard_gerhards,969
,gerhard_herzberg,157
,gerhard_kremer,94
,geriatrician,429
,geriatrics,1388
,germ,1997
,germ_cell,1081
,germ_layer,138
,germ_plasm,148
,germ_pore,82
,germ_tube,272
,german,2879
,german_american,1382
,german_bee,957
,german_capital,1762
,german_chamomile,785
,german_cockroach,817
,german_democratic_republic,1296
,german_iris,1236
,german_ivy,428
,german_millet,127
,german_nazi,1545
,german_pancake,300
,german_police_dog,1387
,german_rampion,8
,german_shepherd,2529
,german_shepherd_dog,2003
,german_short-haired_pointer,1734
,german_silver,1496
,german_tamarisk,11
,germander,996
,germander_speedwell,499
,germanist,770
,germanite,34
,germanium,1275
,germany,2741
,germicide,871
,germinal_area,45
,germinal_disc,29
,germination,1411
,geronimo,1886
,gerontologist,590
,gerontology,1184
,gerres_cinereus,48
,gerris_lacustris,236
,gershwin,1724
,gertrude_caroline_ederle,12
,gertrude_ederle,343
,gertrude_lawrence,578
,gertrude_stein,1109
,gesell,2178
,gesner,1137
,gesneria,315
,gesneriad,1668
,gesso,1613
,gestalt_law_of_organization,23
,gestalt_principle_of_organization,12
,geta,1665
,gettysburg,2329
,getulio_dornelles_vargas,60
,getup,1733
,geum_alleppicum_strictum,0
,geum_canadense,195
,geum_macrophyllum,211
,geum_rivale,1139
,geum_strictum,9
,geum_triflorum,500
,geum_urbanum,821
,geum_virginianum,30
,gewgaw,198
,geyser,2539
,ghana,2402
,ghanian,1049
,gharry,114
,ghat,1673
,ghatti,234
,ghatti_gum,58
,ghb,1219
,ghedda_wax,0
,ghee,1836
,ghent,1910
,gherkin,1713
,ghetto,2030
,ghetto_blaster,1611
,ghillie,1629
,ghost,2285
,ghost_dance,1148
,ghost_gum,1076
,ghost_town,1960
,ghost_weed,236
,ghostfish,235
,ghostwriter,1507
,ghoul,2172
,ghq,1407
,ghrelin,723
,gi_tract,1306
,giacometti,1276
,giacomo_della_chiesa,762
,giacomo_meyerbeer,645
,giacomo_puccini,1121
,giambattista_lulli,1
,giambattista_marini,7
,giambattista_marino,48
,gian_carlo_menotti,680
,gianbattista_bodoni,9
,giannangelo_braschi,9
,gianni_versace,1371
,giant,2736
,giant_anteater,1078
,giant_armadillo,480
,giant_bamboo,1681
,giant_buttercup,151
,giant_cane,740
,giant_chinkapin,10
,giant_clam,1655
,giant_cockroach,544
,giant_conch,313
,giant_coreopsis,237
,giant_crab,1749
,giant_eland,413
,giant_fern,1063
,giant_fir,554
,giant_foxtail,356
,giant_fulmar,58
,giant_garlic,385
,giant_granadilla,101
,giant_helleborine,51
,giant_hornet,444
,giant_hyssop,470
,giant_kangaroo,648
,giant_lizard,1493
,giant_moa,200
,giant_northwest_shipworm,0
,giant_panda,1856
,giant_petrel,883
,giant_pigfish,2
,giant_potato_creeper,1
,giant_puffball,326
,giant_red_paintbrush,133
,giant_reed,1025
,giant_ryegrass,6
,giant_salamander,781
,giant_scallop,170
,giant_schnauzer,1732
,giant_scrambling_fern,0
,giant_sequoia,1933
,giant_silkworm,211
,giant_silkworm_moth,125
,giant_squid,1848
,giant_star,1887
,giant_star_grass,11
,giant_stock_bean,22
,giant_sunflower,1095
,giant_taro,167
,giant_timber_bamboo,203
,giant_tortoise,1354
,giant_water_bug,586
,giant_willowherb,8
,giardia,1065
,gib,2020
,gibberellic_acid,443
,gibberellin,384
,gibbet,1232
,gibbon,1786
,gibbs,2647
,gibbsite,323
,giblet,1489
,giblets,1173
,gibraltar,2616
,gibraltarian,249
,gibran,1206
,gibson,2271
,gibson_desert,732
,gibson_girl,1733
,gide,1367
,gideon_algernon_mantell,24
,gidgee,617
,gielgud,1214
,gift_shop,2061
,gift_wrap,1697
,gift_wrapping,1659
,gig,2195
,giggler,1068
,gigolo,1670
,gigot,1295
,gila,2272
,gila_desert,1016
,gila_monster,1484
,gila_river,1514
,gilbert,2156
,gilbert_and_ellice_islands,280
,gilbert_charles_stuart,258
,gilbert_islands,1134
,gilbert_keith_chesterton,539
,gilbert_murray,538
,gilbert_stuart,1013
,gilded_flicker,237
,gilder,1248
,gildhall,24
,gilding,1857
,gilding_metal,625
,giles_lytton_strachey,53
,gilgai_soil,21
,gilgamesh,1316
,gill,2142
,gill-over-the-ground,253
,gill_arch,304
,gill_bar,761
,gill_cleft,11
,gill_fungus,175
,gill_net,1240
,gill_slit,61
,gilles_de_la_tourette,377
,gillespie,1979
,gillette,2527
,gillie,1324
,gillyflower,390
,gilman,1887
,gilmer,1433
,giloacchino_antonio_rossini,1
,gilt,1813
,gimbal,1257
,gimcrack,343
,gimcrackery,53
,gimlet,1495
,gimmick,1832
,gin,2259
,gin_and_it,1600
,gin_and_tonic,2046
,gin_mill,1447
,gin_rickey,116
,gin_sling,265
,ginep,40
,ginger,2758
,ginger_ale,2007
,ginger_beer,1464
,ginger_nut,1055
,ginger_pop,851
,ginger_rogers,1464
,ginger_snap,1786
,gingerbread,2567
,gingerbread_man,1997
,gingerol,78
,gingerroot,278
,gingersnap,1686
,gingham,1665
,gingiva,1162
,gingko,2200
,ginglymoid_joint,1
,ginglymostoma_cirratum,425
,ginglymus,22
,ginkgo,1922
,ginkgo_biloba,1488
,ginmill,446
,ginsberg,1612
,ginseng,1773
,ginzo,956
,gioacchino_pecci,77
,giordano_bruno,1475
,giorgio_de_chirico,1092
,giorgio_vasari,975
,giosue_carducci,871
,giotto,2084
,giotto_di_bondone,821
,giovanni_angelo_braschi,20
,giovanni_battista_cibo,24
,giovanni_battista_montini,141
,giovanni_battista_tiepolo,771
,giovanni_boccaccio,980
,giovanni_cabato,0
,giovanni_cimabue,118
,giovanni_da_verrazano,171
,giovanni_da_verrazzano,265
,giovanni_demedici,1
,giovanni_di_bernardone,13
,giovanni_francesco_albani,46
,giovanni_jacopo_casanova,15
,giovanni_jacopo_casanova_de_seingalt,11
,giovanni_lorenzo_bernini,223
,giovanni_maria_mastai-ferretti,86
,giovanni_mastai-ferretti,114
,giovanni_pierluigi_da_palestrina,756
,giovanni_vincenzo_pecci,1
,giovanni_virginio_schiaparelli,121
,gipsy,2050
,gipsy_moth,1072
,gipsywort,64
,giraffa_camelopardalis,1317
,giraffe,2140
,girandola,1331
,girandole,1105
,girard,2185
,girasol,1809
,giraudoux,1064
,girder,1772
,girdle,1568
,girgenti,1072
,girl,2204
,girl_friday,1862
,girl_scout,1833
,girl_scouts,2336
,girl_wonder,1834
,girlfriend,1880
,girolamo_savonarola,390
,girondin,879
,girondism,0
,girondist,42
,girru,27
,girth,1866
,gish,1776
,gismo,1621
,gist,1442
,git,1975
,gitana,1959
,gitano,1704
,gittern,1335
,giulio_de_medici,184
,giulio_natta,200
,giuseppe_balsamo,135
,giuseppe_garibaldi,1351
,giuseppe_mazzini,936
,giuseppe_melchiorre_sarto,42
,giuseppe_sarto,202
,giuseppe_verdi,1353
,give-and-go,1292
,given,1790
,giver,1846
,giving_birth,1744
,giza,2261
,gizeh,1583
,gizmo,2464
,gizzard,1281
,gjellerup,335
,glabella,827
,glacial_boulder,605
,glaciation,1771
,glacier,2197
,glacier_lily,864
,glad,2252
,gladdon,84
,gladdon_iris,16
,glade,2559
,glade_fern,323
,glade_mallow,50
,gladiator,1796
,gladiola,1870
,gladiolus,2098
,gladstone,2162
,gladstone_bag,351
,gladys_smith,859
,gland,2159
,glandulae_cervicales_uteri,0
,glandulae_sebaceae,3
,glandular_labrador_tea,9
,glans,1433
,glans_clitoridis,2
,glans_penis,413
,glareole,235
,glaser,1887
,glasgow,2355
,glass,2246
,glass-cutter,1246
,glass_cutter,1320
,glass_eye,1991
,glass_fiber,1510
,glass_fibre,1497
,glass_lizard,1118
,glass_snake,1192
,glass_sponge,1581
,glass_wool,1256
,glassblower,1538
,glasses,2157
,glasses_case,1449
,glasshouse,1891
,glassmaker,1448
,glassware,2200
,glasswork,2064
,glassworker,668
,glassworks,1837
,glasswort,567
,glaswegian,1029
,glaubers_salt,18
,glaubers_salts,3
,glaucium_flavum,661
,glaucomys_sabrinus,186
,glaucomys_volans,226
,glauconite,334
,glaucous_bristlegrass,1
,glaux_maritima,266
,glaze,2281
,glazer,1148
,glazier,1539
,gleaner,1706
,gleba,1335
,glebe_house,998
,glechoma_hederaceae,51
,gleditsia_aquatica,54
,gleditsia_triacanthos,1056
,gleet,164
,gleichenia_flabellata,1
,glen,2211
,glen_canyon_dam,1846
,glen_gebhard,12
,glenda_jackson,1179
,glendower,1094
,glengarry,1580
,glenn,3038
,glenn_curtiss,933
,glenn_hammond_curtiss,108
,glenn_miller,1310
,glenn_t._seaborg,570
,glenn_theodore_seaborg,79
,glenoid_cavity,96
,glenoid_fossa,150
,glia,1321
,glial_cell,451
,glide_path,651
,glide_slope,965
,glider,2326
,gliding_bacteria,39
,gliding_joint,216
,glimmer,2283
,glimmering,1770
,glimpse,1897
,glinka,1314
,glipzide,2
,gliricidia,438
,glis_glis,1619
,global_climate_change,1482
,global_positioning_system,1266
,global_warming,1927
,globalisation,1604
,globalization,1792
,globe,2190
,globe_amaranth,771
,globe_artichoke,705
,globe_flower,1882
,globe_lily,731
,globe_mallow,703
,globe_pepper,288
,globe_thistle,1143
,globefish,676
,globeflower,666
,globetrotter,1702
,globicephala_melaena,128
,globigerina,401
,globin,1234
,globular_pearlite,2
,globulin,1010
,globus_pallidus,392
,glochid,36
,glochidium,75
,glockenspiel,1646
,glogg,955
,glomerular_capsule,111
,glomerule,126
,glomerulus,1085
,gloomy_dean,11
,gloomy_gus,72
,gloria_may_josephine_svensson,19
,gloria_steinem,1168
,gloria_swanson,1233
,gloriosa,1781
,gloriosa_superba,632
,glory_fern,210
,glory_hole,1346
,glory_lily,1412
,glory_pea,240
,gloss,2084
,glossa,1217
,glossarist,62
,glossary,1621
,glossina,359
,glossopharyngeal_nerve,130
,glossopsitta_versicolor,3
,glossy,2440
,glossy_snake,510
,glottis,1136
,glottis_spuria,0
,glottis_vera,0
,glottochronology,8
,gloucester,2010
,gloucestershire,2481
,glove,2410
,glove_compartment,1405
,glove_doll,507
,glove_leather,1477
,glove_puppet,1182
,glow,3036
,glow_lamp,1398
,glow_tube,1319
,glowing,2564
,glowworm,1705
,gloxinia,1151
,gloxinia_perennis,38
,gloxinia_spesiosa,1
,glucagon,1149
,glucinium,8
,gluck,2135
,glucocorticoid,755
,glucophage,971
,glucose,1813
,glucoside,635
,glucotrol,91
,glue,2156
,glume,1291
,gluon,1156
,glutamate,1420
,glutamic_acid,1184
,glutamic_oxalacetic_transaminase,5
,glutamic_oxaloacetic_transaminase,11
,glutamine,1321
,glutaminic_acid,9
,glutathione_peroxidase,342
,glute,1231
,gluteal_artery,100
,gluteal_muscle,229
,gluteal_vein,18
,glutelin,56
,gluten,1484
,gluten-free_diet,745
,gluten_bread,1133
,glutethimide,49
,gluteus,1404
,gluteus_maximus,833
,gluteus_medius,473
,gluteus_minimus,234
,gluteus_muscle,302
,glutton,2103
,glyburide,470
,glyceraldehyde,924
,glyceria_grandis,88
,glyceric_acid,32
,glyceric_aldehyde,0
,glyceride,85
,glycerin,1554
,glycerin_jelly,68
,glycerinated_gelatin,2
,glycerine,1330
,glycerite,373
,glycerogel,0
,glycerogelatin,0
,glycerol,1472
,glycerol_trimargarate,0
,glycerol_tripalmitate,1
,glycerol_tristearate,9
,glycerole,11
,glyceryl,833
,glyceryl_ester,67
,glyceryl_trinitrate,75
,glycine,1489
,glycine_max,536
,glycogen,1282
,glycogenesis,48
,glycol,1364
,glycolic_acid,1126
,glycollic_acid,11
,glycolysis,1345
,glycoprotein,1198
,glycoside,750
,glycyrrhiza_glabra,1253
,glycyrrhiza_lepidota,158
,glyoxaline,17
,glyph,1591
,glyptic_art,46
,glyptics,199
,glyptography,6
,gnaeus_julius_agricola,35
,gnaeus_pompeius_magnus,55
,gnaphalium_sylvaticum,88
,gnat,1815
,gnatcatcher,1169
,gnathion,19
,gnathostome,34
,gnawer,309
,gnawing_animal,106
,gnawing_mammal,18
,gneiss,1675
,gnetum,424
,gnetum_gnemon,78
,gnocchi,2165
,gnome,2547
,gnomon,1363
,gnostic,1700
,gnosticism,1155
,gnu,1853
,gnu_goat,123
,go,2652
,go-between,1842
,go-cart,2079
,go-getter,1156
,go-kart,2403
,go-slow,1373
,go_board,2015
,goa,2965
,goa_bean,51
,goa_bean_vine,1
,goa_powder,37
,goad,1321
,goal,2142
,goalie,2490
,goalkeeper,1973
,goalmouth,1256
,goalpost,1286
,goaltender,1919
,goat,2143
,goat_antelope,682
,goat_cheese,1690
,goat_god,1388
,goat_grass,1101
,goat_herder,1400
,goat_rue,365
,goat_willow,705
,goatee,2266
,goatfish,1311
,goatherd,1112
,goats_foot,560
,goats_milk,1411
,goats_rue,312
,goatsbeard,872
,goatsfoot,23
,goatskin,1297
,goatsucker,381
,gob,1881
,gobbet,85
,gobbler,1695
,gobi,1882
,gobi_desert,2034
,gobiesox_strumosus,11
,gobio_gobio,892
,goblet,1990
,goblet_cell,262
,goblin,2495
,gobs,1378
,goby,2072
,god,2709
,god_almighty,1612
,god_of_war,1725
,god_tree,1821
,godard,1407
,godchild,1930
,goddard,1949
,goddaughter,2246
,goddess,2565
,godel,1034
,godfather,1876
,godhead,1377
,godiva,1875
,godmother,1893
,godown,1656
,godparent,1477
,gods_acre,845
,godson,1936
,godunov,1188
,godwin_austen,200
,godwit,1535
,goebbels,1081
,goer,1715
,goering,1174
,goeteborg,2329
,goethals,1384
,goethe,2058
,goethite,1299
,gofer,1719
,goffer,439
,goffering_iron,75
,goggle-eye,529
,goggle_box,370
,goggles,2117
,gogh,2174
,gogol,1656
,goitrogen,1
,golan,2343
,golan_heights,1556
,golconda,1990
,gold,2251
,gold-beater,56
,gold-crowned_kinglet,14
,gold-tail_moth,2
,gold-worker,72
,gold_braid,1538
,gold_coast,2369
,gold_digger,1874
,gold_dust,1533
,gold_fern,1002
,gold_foil,1526
,gold_leaf,2123
,gold_mine,2292
,gold_miner,1143
,gold_of_pleasure,1299
,gold_panner,863
,gold_plate,1955
,gold_standard,1891
,golda_meir,1210
,goldbeater,78
,goldberg,2558
,goldbrick,338
,goldcrest,1271
,goldcup,1939
,golden-beard_penstemon,17
,golden-crested_kinglet,31
,golden-eyed_fly,2
,golden_ager,107
,golden_algae,534
,golden_aster,775
,golden_barrel_cactus,512
,golden_boy,1956
,golden_buttons,937
,golden_calf,1149
,golden_calla,345
,golden_chain,1421
,golden_chinkapin,37
,golden_clematis,313
,golden_club,2003
,golden_crown_beard,33
,golden_crownbeard,105
,golden_cup,1440
,golden_delicious,1292
,golden_eagle,1791
,golden_everlasting,288
,golden_fairy_lantern,37
,golden_fern,800
,golden_fig,1087
,golden_fleece,1161
,golden_gate,2046
,golden_gate_bridge,2318
,golden_glow,1757
,golden_gram,996
,golden_groundsel,168
,golden_hamster,1118
,golden_heather,1491
,golden_honey_plant,30
,golden_ironweed,26
,golden_larch,272
,golden_maidenhair,74
,golden_marguerite,333
,golden_mole,335
,golden_oak_mushroom,27
,golden_oriole,1181
,golden_pea,604
,golden_pheasant,1447
,golden_pholiota,52
,golden_plover,1370
,golden_polypody,34
,golden_pothos,624
,golden_potto,17
,golden_ragwort,457
,golden_rain,1398
,golden_retriever,1958
,golden_rule,1893
,golden_saxifrage,187
,golden_seal,1591
,golden_shiner,876
,golden_shower_tree,264
,golden_spleen,24
,golden_star,1403
,golden_stars,1474
,golden_state,1695
,golden_syrup,1090
,golden_thistle,371
,golden_thread,1561
,golden_trumpet,1153
,golden_warbler,1065
,golden_wattle,631
,golden_willow,1297
,golden_wonder_millet,1
,golden_yarrow,409
,goldenbush,283
,goldeneye,1504
,goldenrod,2075
,goldenseal,1146
,goldfield,1826
,goldfields,1482
,goldfinch,2398
,goldfish,2467
,goldfish_bowl,1177
,goldies_fern,57
,goldies_shield_fern,3
,goldies_wood_fern,20
,goldilocks,1864
,goldilocks_aster,32
,golding,1735
,goldman,1922
,goldmark,1186
,goldmine,2410
,goldoni,1269
,goldsboro,2014
,goldsmith,2166
,goldstone,1339
,goldthread,381
,goldworker,35
,goldwyn,1219
,golem,2271
,golf-club,2821
,golf-club_head,1230
,golf_bag,1999
,golf_ball,2023
,golf_caddie,1686
,golf_cap,1448
,golf_cart,2303
,golf_club,2314
,golf_course,2246
,golf_equipment,1558
,golf_glove,1475
,golf_links,1479
,golf_player,1829
,golf_pro,1520
,golf_range,1519
,golf_tee,1592
,golf_widow,533
,golfcart,2094
,golfer,2624
,golfo_de_campeche,94
,golfo_de_mexico,1442
,golgi,1116
,golgi_apparatus,1060
,golgi_body,294
,golgi_cell,977
,golgi_complex,773
,golgis_cell,0
,golgotha,1831
,goliard,657
,goliath,2114
,goliath_frog,168
,golliwog,1111
,golliwogg,495
,golosh,68
,goma,2066
,gombrowicz,1207
,gomel,1593
,gomorrah,1202
,gomorrha,869
,gompers,1218
,gomphothere,85
,gomphrena_globosa,507
,gomuti,32
,gomuti_palm,15
,gonad,1641
,gonadotrophic_hormone,4
,gonadotrophin,166
,gonadotropic_hormone,12
,gonadotropin,1014
,goncalo_alves,878
,goncourt,1321
,gond,1404
,gondang_wax,0
,gondola,2402
,gondola_car,1180
,gondolier,1916
,gondoliere,896
,gondwanaland,1091
,goner,1502
,gong,2516
,gongora,1483
,gongorist,0
,gonif,39
,goniff,39
,goniometer,1228
,gonion,74
,gonne,1803
,gonococcus,57
,gonorhynchus_gonorhynchus,1
,goo,2131
,goober,2055
,goober_pea,28
,good,2263
,good-for-naught,8
,good-for-nothing,2133
,good-king-henry,114
,good_continuation,1081
,good_egg,1847
,good_example,1634
,good_fortune,1479
,good_guy,1882
,good_luck,2378
,good_luck_charm,1366
,good_ol_boy,1478
,good_old_boy,978
,good_ole_boy,1122
,good_person,1880
,good_samaritan,1511
,good_shepherd,1820
,good_speller,159
,good_spirit,1599
,good_weather,1558
,goodall,1422
,goodman,2013
,goody,1993
,goody-goody,2021
,goodyear,2307
,goof,2328
,goof-off,1146
,goofball,1412
,gook,1453
,goon,1923
,gooney,1704
,gooney_bird,1384
,goonie,1719
,goony,1161
,goop,1755
,goora_nut,1
,goosander,1028
,goose,2161
,goose-tansy,2
,goose_barnacle,1122
,goose_bump,448
,goose_down,1376
,goose_grass,1224
,goose_grease,103
,goose_liver,926
,goose_pimple,127
,goose_plum,172
,goose_skin,293
,gooseberry,2316
,gooseberry_bush,274
,goosebump,446
,goosefish,370
,gooseflesh,334
,goosefoot,1211
,goosefoot_maple,62
,gooseneck_barnacle,136
,gooseneck_loosestrife,262
,gopher,2247
,gopher_hole,817
,gopher_snake,1461
,gopher_state,911
,gopher_tortoise,1101
,gopher_turtle,457
,gopherus_agassizii,376
,gopherus_polypemus,1
,gopherwood,115
,goral,1315
,gorbachev,1557
,gordian_knot,1141
,gordie_howe,1241
,gordimer,1090
,gordius,368
,gordon_howe,325
,gordon_setter,1906
,gore,2567
,gore_vidal,1196
,gorgas,1382
,gorge,2788
,gorger,487
,gorgerin,75
,gorget,1189
,gorgonian,1188
,gorgonian_coral,1055
,gorgonzola,1572
,gorilla,2088
,gorilla_gorilla,1580
,gorilla_gorilla_beringei,597
,gorilla_gorilla_gorilla,1657
,gorilla_gorilla_grauri,0
,goring,2044
,gorki,1733
,gorkiy,902
,gorky,1589
,gorse,1695
,gosainthan,44
,gosan-chiku,0
,goshawk,1537
,gosling,1825
,gosmore,26
,gospel,2356
,gospeler,25
,gospeller,61
,gospels,1397
,gossamer,1522
,gossip,1997
,gossip_columnist,620
,gossiper,389
,gossipmonger,41
,gossypium_arboreum,105
,gossypium_barbadense,155
,gossypium_herbaceum,261
,gossypium_hirsutum,282
,gossypium_peruvianum,7
,gossypium_thurberi,37
,gota_canal,431
,goteborg,2280
,goth,2870
,gothenburg,1890
,gothic,2158
,gothic_arch,1603
,gothic_architecture,2160
,gothic_romancer,0
,gothite,15
,gottfried_wilhelm_leibnitz,482
,gottfried_wilhelm_leibniz,1056
,gotthold_ephraim_lessing,875
,gottlieb_daimler,1222
,gouache,2313
,gouda,2234
,gouda_cheese,1655
,goudy,1790
,gouge,1622
,gouger,1074
,goujon,1415
,goulash,1398
,gould,2451
,gounod,1203
,gourd,2472
,gourd_vine,488
,gourmand,1977
,gourmandizer,57
,gourmet,2676
,gouverneur_morris,337
,governador_valadares,1318
,governess,1110
,government,2091
,government_agent,1223
,government_building,1479
,government_man,1647
,government_minister,1654
,government_office,1538
,governor,2558
,governor_general,1635
,governor_plum,73
,governors_plum,20
,gowen_cypress,35
,gown,2130
,goy,1428
,goya,1873
,goya_y_lucientes,894
,gp,2845
,gp_bomb,507
,gps,2157
,graafian_follicle,166
,grab,2699
,grab_bag,1404
,grab_bar,1924
,grabber,1960
,grace,2566
,grace_cup,1157
,grace_ethel_cecile_rosalie_allen,6
,grace_kelly,1842
,grace_patricia_kelly,305
,gracie,2073
,gracie_allen,1225
,gracilariid,0
,gracilariid_moth,0
,grackle,1730
,gracula_religiosa,217
,grad,2255
,grad_student,1616
,grade,2267
,grade_crossing,1776
,grade_separation,765
,grader,1524
,graduate,2132
,graduate_nurse,1306
,graduate_student,2256
,graduated_cylinder,1153
,graeco-roman_deity,5
,graecophile,1
,graf,2172
,graf_zeppelin,1166
,graffiti,2115
,graffito,1849
,graft,1969
,graham,2405
,graham_bread,352
,graham_cracker,1503
,graham_flour,145
,graham_greene,1302
,grahame,1471
,grail,2378
,grain,2116
,grain_alcohol,1214
,grain_field,1622
,grain_merchant,530
,grain_moth,319
,grain_sorghum,1218
,grainfield,432
,grainger,1546
,grains_of_paradise,169
,grainy_club,74
,grainy_club_mushrooms,1
,gram,2199
,grama,2423
,grama_grass,685
,gramicidin,526
,graminaceous_plant,14
,gramineous_plant,5
,gramma,2475
,gramma_grass,132
,grammar,1951
,grammarian,769
,grammatical_rule,103
,gramophone,1800
,gramps,2408
,grampus,1291
,grampus_griseus,627
,grams_solution,227
,gran,2700
,gran_casa,1465
,gran_santiago,1411
,granada,2142
,granadilla,1692
,granadilla_tree,17
,granadilla_wood,11
,granadillo,901
,granary,1815
,grand,2270
,grand_canal,2220
,grand_canyon,2175
,grand_canyon_national_park,1772
,grand_canyon_state,1702
,grand_dragon,1524
,grand_duchess,1204
,grand_duchy,1145
,grand_duchy_of_luxembourg,951
,grand_duke,1449
,grand_fir,1462
,grand_inquisitor,809
,grand_island,1519
,grand_lama,466
,grand_marnier,1546
,grand_mufti,669
,grand_piano,1842
,grand_rapids,2309
,grand_river,2127
,grand_teton,2473
,grand_teton_national_park,2427
,grand_total,1654
,grand_turk,2206
,grandad,1788
,grandaunt,663
,grandchild,1980
,granddad,1925
,granddaddy,1667
,granddaughter,2317
,grande_dame,1866
,grandee,1199
,grandfather,2147
,grandfather_clock,1808
,grandma,2701
,grandma_moses,1016
,grandmaster,2058
,grandmother,1971
,grandnephew,451
,grandniece,624
,grandpa,2848
,grandparent,1916
,grandson,2337
,grandstander,42
,granduncle,696
,grange,2353
,granger,2179
,granite,2123
,granite_state,1542
,granite_stater,57
,graniteware,1274
,grannie,1893
,granny,2102
,granny_knot,257
,granny_smith,1554
,grannys_bonnets,178
,granola,1671
,granola_bar,969
,grant,2210
,grant_wood,1522
,grantee,1805
,granter,702
,grantor,1130
,granular_pearlite,1
,granulated_sugar,1296
,granulation,1390
,granulation_tissue,745
,granule,1339
,granulocyte,786
,granville-barker,161
,granville_stanley_hall,21
,grape,2389
,grape-leaf_begonia,10
,grape_arbor,1266
,grape_arbour,113
,grape_fern,530
,grape_hyacinth,1505
,grape_jelly,1332
,grape_juice,1936
,grape_louse,12
,grape_phylloxera,237
,grape_sugar,1363
,grapefruit,2409
,grapefruit_juice,1585
,grapefruit_peel,314
,grapeshot,535
,grapevine,1865
,graph_paper,1577
,graphic,2705
,graphic_art,2039
,graphic_artist,2212
,graphic_tellurium,24
,graphics,2241
,graphite,2409
,graphologist,530
,graphology,1213
,grapnel,565
,grapnel_anchor,280
,grappa,1965
,grappelli,1029
,grapple,1740
,grappler,1284
,grappling_hook,1209
,grappling_iron,50
,graptophyllum_pictum,167
,grass,2761
,grass-leaved_golden_aster,54
,grass-of-parnassus,614
,grass_bacillus,11
,grass_fern,1535
,grass_finch,373
,grass_frog,1523
,grass_parakeet,224
,grass_pea,560
,grass_pink,1795
,grass_poly,459
,grass_skirt,1539
,grass_snake,1292
,grass_tree,1746
,grass_vetch,176
,grass_vetchling,83
,grass_widow,315
,grass_widower,20
,grass_wrack,31
,grassfinch,80
,grasshopper,2014
,grasshopper_mouse,341
,grassland,2304
,grassy_death_camas,1
,grate,2298
,grated_cheese,1640
,grater,1999
,graticule,1291
,grating,1906
,grave,2251
,grave_mound,615
,gravedigger,1896
,gravel,2405
,gravel_pit,1388
,gravelweed,22
,graven_image,1547
,graver,1635
,graverobber,622
,graves,2337
,gravestone,1981
,graveyard,2498
,gravida,2367
,gravida_i,749
,gravida_ii,42
,gravida_iii,22
,gravimeter,812
,graving_dock,632
,graving_tool,50
,gravitation,2126
,gravitational_attraction,524
,gravitational_field,1164
,gravitational_force,919
,gravitational_interaction,258
,graviton,1303
,gravity,2718
,gravity-assist,469
,gravity_bomb,358
,gravity_fault,160
,gravity_meter,962
,gravure,2510
,gravy,2415
,gravy_boat,1484
,gravy_holder,142
,gray,2670
,gray_alder,268
,gray_area,1933
,gray_birch,1059
,gray_catbird,1170
,gray_flounder,486
,gray_fox,955
,gray_goldenrod,373
,gray_hen,369
,gray_jay,1657
,gray_kingbird,412
,gray_lemming,75
,gray_matter,1417
,gray_mullet,377
,gray_partridge,705
,gray_polypody,9
,gray_poplar,285
,gray_sage,1242
,gray_sea_eagle,73
,gray_skate,604
,gray_snapper,717
,gray_sole,372
,gray_substance,198
,gray_whale,1177
